MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
1.357       17.58       0.9398      0.3688      1.807       74.83       18.71       0.008671    0.7293      0.8862      0.3005      
3.979       39.87       0.9108      0.3383      1.32        43.15       10.79       0.004067    0.7479      0.556       0.4525      
1.041       44.81       0.9754      0.4072      1.942       39.46       9.866       0.008641    0.8049      0.9039      0.5217      
1.946       22.03       0.9451      0.2206      1.808       56.61       14.15       0.003942    0.6791      1.058       0.5819      
2.029       43.17       0.9509      0.4066      1.624       58.73       14.68       0.004506    0.6888      0.2373      0.4125      
2.227       37.94       0.9351      0.2413      1.548       39.9        9.975       0.005618    0.7041      0.9403      0.3554      
0.2653      27.38       0.9944      0.2792      1.84        84.62       21.15       0.004858    0.8127      0.6991      0.7139      
6.447       51.04       0.8534      0.2391      1.531       49.92       12.48       0.005089    0.7118      0.689       0.5926      
3.196       62.81       0.911       0.4458      1.553       47.01       11.75       0.005855    0.6818      0.7604      0.6211      
7.163       42.13       0.8518      0.2451      1.502       38.22       9.556       0.006339    0.7637      0.4258      0.5832      
3.093       31.91       0.9313      0.2964      1.668       41.46       10.37       0.00558     0.714       1.034       0.3563      
5.545       57.57       0.8711      0.3936      1.579       64.64       16.16       0.004874    0.6995      0.2869      0.3812      
3.357       61.23       0.9198      0.3765      1.423       46.6        11.65       0.008305    0.725       0.8964      0.7779      
0.00412     22.74       0.9923      0.3071      2.118       85.02       21.25       0.01013     0.8146      1.727       0.4007      
1.271       52.43       0.9691      0.1178      1.84        57.79       14.45       0.004136    0.7773      0.1557      0.6626      
0.2652      6.626       0.984       0.367       1.602       50.24       12.56       0.009723    0.6289      0.4038      0.3285      
1.209       47.29       0.9671      0.1089      1.369       80.15       20.04       0.003832    0.6261      0.4598      0.272       
2           52.93       0.9577      0.3128      1.973       48.41       12.1        0.003769    0.6747      0.2166      0.8597      
1.131       30.64       0.9373      0.3772      1.242       61.31       15.33       0.008319    0.6678      1.086       0.7485      
0.8635      18.12       0.9717      0.4329      1.52        40.67       10.17       0.009592    0.6195      0.9121      0.3548      
0.08502     10.22       0.9845      0.2457      1.671       39.12       9.78        0.00492     0.844       1.961       0.9002      
0.507       13.18       0.9755      0.2121      1.609       60.45       15.11       0.009749    0.6867      1.172       0.05878     
0.2415      14.12       0.9681      0.1414      1.36        29.07       7.268       0.00558     0.8301      1.322       0.6278      
3.69        49.99       0.9004      0.2047      1.749       33.71       8.428       0.007313    0.7388      0.1521      0.6425      
6.081       53.15       0.8611      0.167       1.473       45.78       11.45       0.004308    0.7576      0.02412     0.6087      
0.4618      36.37       0.9548      0.3937      1.352       33.38       8.344       0.006453    0.6494      0.9061      0.3865      
1.278       74.67       0.9415      0.2147      1.903       36.66       9.166       0.006777    0.6941      0.3618      0.2334      
2.9         59.41       0.9133      0.2973      1.806       49.38       12.34       0.006927    0.8053      1.059       0.7365      
0.6734      74.28       0.9593      0.1137      1.798       22.33       5.583       0.009308    0.754       0.8177      0.2929      
0.5312      33.74       0.9799      0.3467      1.67        75.72       18.93       0.008769    0.618       1.776       0.06859     
2.943       19.86       0.9263      0.3622      1.893       66.55       16.64       0.007061    0.6793      0.01599     0.447       
3.232       46.46       0.9132      0.1569      1.637       28.92       7.229       0.005662    0.7118      1.161       0.3735      
1.027       53.58       0.946       0.2771      1.3         74.81       18.7        0.01007     0.6957      1.434       0.9261      
7.161       46.37       0.8544      0.2164      1.692       45.9        11.48       0.006666    0.7677      0.04346     0.4168      
2.497       37.96       0.9477      0.2595      1.664       76.66       19.16       0.009269    0.7859      1.396       0.2503      
0.5965      20.17       0.955       0.3105      2.157       31.82       7.955       0.005541    0.7198      0.2192      0.5405      
5.659       31.33       0.8733      0.4666      1.586       46.46       11.62       0.005919    0.7697      0.6728      0.5667      
1.13        9.021       0.9638      0.2828      1.739       45.53       11.38       0.005086    0.6721      1.67        0.7972      
0.1056      66.17       0.9745      0.4367      1.921       45.21       11.3        0.003722    0.6945      1.522       0.4334      
2.706       34.79       0.9275      0.1242      1.494       72.66       18.16       0.006519    0.7442      0.6732      0.8418      
0.5775      12.53       0.9626      0.398       1.329       60.4        15.1        0.003832    0.8134      0.09726     0.5982      
5.038       47.92       0.8804      0.1793      1.592       66.78       16.69       0.006483    0.7987      0.9706      0.7369      
2.634       58.39       0.9114      0.3731      1.522       26.81       6.703       0.006311    0.7909      0.3759      0.4599      
2.524       22.68       0.9349      0.1917      1.868       63.34       15.84       0.006341    0.749       0.3718      0.718       
0.9611      59.7        0.9498      0.2352      1.984       65.12       16.28       0.009774    0.8176      0.2232      0.1756      
0.3209      20.45       0.9668      0.1955      1.493       34.06       8.515       0.006673    0.6414      0.1889      0.09293     
0.09207     6.473       0.9593      0.3113      1.239       77.26       19.31       0.00972     0.7293      0.4153      0.2085      
0.3916      45.15       0.9552      0.247       1.795       64.78       16.2        0.005597    0.6175      0.9402      0.1429      
2.739       24.1        0.9194      0.3193      2.006       74.2        18.55       0.006954    0.6674      0.133       0.6989      
4.696       40.9        0.8951      0.3756      1.636       51.1        12.78       0.007352    0.6877      0.2413      0.3985      
1.5         26.95       0.9388      0.41        1.531       57.08       14.27       0.005047    0.8262      0.06944     0.8065      
4.095       60.63       0.8959      0.4504      1.71        37.11       9.279       0.007329    0.7286      0.7348      0.7246      
0.6285      16.12       0.9742      0.2264      1.622       64.75       16.19       0.009194    0.7067      1.519       0.144       
6.777       33.08       0.8594      0.4746      1.492       38.65       9.662       0.004734    0.7025      0.6334      0.5888      
7.542       37.51       0.8438      0.3415      1.595       55.56       13.89       0.006128    0.7614      0.3448      0.474       
5.002       48.85       0.8982      0.3024      1.794       46.3        11.57       0.007898    0.7627      0.1553      0.4147      
5.565       51.76       0.8859      0.236       1.418       39.91       9.978       0.004761    0.7619      0.7569      0.3065      
3.836       51.55       0.9188      0.2861      1.709       35.16       8.791       0.006163    0.7156      1.071       0.397       
0.2613      23.51       0.954       0.3017      1.267       41.92       10.48       0.003891    0.6698      1.195       0.818       
3.644       48.44       0.9133      0.3101      1.862       73.12       18.28       0.008182    0.75        0.5423      0.201       
3.699       40.17       0.9232      0.1511      1.332       56.35       14.09       0.004317    0.8063      0.8953      0.7799      
2.078       65.69       0.958       0.1886      1.562       27.98       6.994       0.009353    0.7571      1.025       0.8458      
2.813       61.42       0.9397      0.2155      1.705       70.02       17.5        0.005868    0.7348      0.6825      0.7054      
